dataset,video_path,subject,camera,scenario,activity,source_label,label,start_s,end_s,split,pose_path,pose_cache_hit,pose_cache_version
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam3_0_10.153_12.721_1_3_mcfd.avi,1,3,4,stand_up,7,0,15.153333333333334,22.98680333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_87065203fec9ff14079b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam1_0_9.953_12.521_1_1_mcfd.avi,1,1,4,fall,1,1,22.78633333333333,24.49514333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_c6f225ea2e77f3540c68.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam3_0_10.153_12.721_1_3_mcfd.avi,1,3,4,fall,1,1,22.98633333333333,24.69514333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_043617e85516b496e70f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam1_0_9.953_12.521_1_1_mcfd.avi,1,1,4,fallen,2,1,24.49533333333333,29.78680333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_01fbd00492f6a353e22a.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam3_0_10.153_12.721_1_3_mcfd.avi,1,3,4,fallen,2,1,24.69533333333333,29.98680333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_b5e998e6f470496bbafc.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam1_0_9.953_12.521_1_1_mcfd.avi,1,1,4,stand_up,7,0,29.78633333333333,33.41180333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_9fd45e94661449c8a2ae.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam3_0_10.153_12.721_1_3_mcfd.avi,1,3,4,stand_up,7,0,29.98633333333333,33.611803333333334,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_74b87cb6a0d5d618cca6.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam1_0_9.953_12.521_1_1_mcfd.avi,1,1,4,walk,0,0,33.41133333333333,35.42930333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_3831e73ca7f70347cbc3.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute04_cam3_0_10.153_12.721_1_3_mcfd.avi,1,3,4,walk,0,0,33.611333333333334,35.62930333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_dc33a2a49dfa7d05a4f9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute05_cam1_0_9.766_10.613_1_1_mcfd.avi,1,1,5,stand_up,7,0,15.280666666666669,21.203476666666663,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_8957cfe5e60a6a9d7300.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute05_cam3_0_9.366_10.213_1_3_mcfd.avi,1,3,5,stand_up,7,0,14.880666666666666,20.803476666666665,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_6e83b49389f54e994f6f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute05_cam1_0_9.766_10.613_1_1_mcfd.avi,1,1,5,other,9,0,21.203666666666663,25.825976666666666,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_fe26b45eb0a8f46cd727.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute05_cam3_0_9.366_10.213_1_3_mcfd.avi,1,3,5,other,9,0,20.803666666666665,25.425976666666667,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_c361da90b9f26b033f6c.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute06_cam1_0_10.999_19.935_1_1_mcfd.avi,1,1,6,fallen,2,1,22.35333333333333,38.97847333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_57df848b991655d06d99.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute06_cam3_0_14.533_23.469_1_3_mcfd.avi,1,3,6,fallen,2,1,25.886666666666667,42.51180666666667,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_3349846e25a24fbb60b6.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute06_cam1_0_10.999_19.935_1_1_mcfd.avi,1,1,6,stand_up,7,0,38.97833333333333,42.32930333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_3204040bb5546fdb94bb.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute06_cam3_0_14.533_23.469_1_3_mcfd.avi,1,3,6,stand_up,7,0,42.51166666666667,45.86263666666667,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_5f0c6e51732e7fbd55e0.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam1_0_11.741_17.310_1_1_mcfd.avi,1,1,7,fallen,2,1,19.491,24.99014,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_e5110d4b5ba080ef4696.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam3_0_11.341_16.910_1_3_mcfd.avi,1,3,7,fallen,2,1,19.091,24.59014,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_ddfe4af4bdddf5bf7431.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam1_0_11.741_17.310_1_1_mcfd.avi,1,1,7,stand_up,7,0,24.99,28.63681,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_ef64404c6310e07e1d19.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam3_0_11.341_16.910_1_3_mcfd.avi,1,3,7,stand_up,7,0,24.59,28.23681,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_12cdf1b44b3974fc5b33.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam1_0_11.741_17.310_1_1_mcfd.avi,1,1,7,fall,1,1,28.637,29.92847,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_bfd0533d45eb2d5b548f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam3_0_11.341_16.910_1_3_mcfd.avi,1,3,7,fall,1,1,28.237,29.52847,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_29b4aac275b0e7d120cf.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam1_0_11.741_17.310_1_1_mcfd.avi,1,1,7,stand_up,7,0,29.928,31.38431,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_6ad910bc85ae365ed737.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute07_cam3_0_11.341_16.910_1_3_mcfd.avi,1,3,7,stand_up,7,0,29.528,30.98431,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_cf17ff3ff18f32934dad.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute08_cam1_0_7.878_12.687_1_1_mcfd.avi,1,1,8,stand_up,7,0,16.355333333333334,23.29514333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_be51abd930098b603136.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute08_cam3_0_4.812_9.621_1_3_mcfd.avi,1,3,8,stand_up,7,0,13.288666666666668,20.228476666666666,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_06a086f5b0c2af7dad9e.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute08_cam1_0_7.878_12.687_1_1_mcfd.avi,1,1,8,walk,0,0,23.29533333333333,24.31533333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_6100636599178fa9ad17.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute08_cam3_0_4.812_9.621_1_3_mcfd.avi,1,3,8,walk,0,0,20.228666666666665,21.24866666666667,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_9d98f2d9f07b3ff48c06.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute09_cam1_0_10.216_16.273_1_1_mcfd.avi,1,1,9,fallen,2,1,22.903666666666663,28.299306666666663,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_feb3e7ffe1a7d495e422.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute09_cam3_0_9.649_15.706_1_3_mcfd.avi,1,3,9,fallen,2,1,22.337,27.73264,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_b112f0ce746f6845f5d9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute09_cam1_0_10.216_16.273_1_1_mcfd.avi,1,1,9,stand_up,7,0,28.299666666666667,31.027636666666663,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_77ec5594111046372085.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute09_cam3_0_9.649_15.706_1_3_mcfd.avi,1,3,9,stand_up,7,0,27.733,30.46097,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_073e4a9e1cd2f4cc71e0.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam1_0_10.553_16.013_1_1_mcfd.avi,1,1,10,fall,1,1,17.386666666666667,18.720136666666665,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_9a98c458b8844176e533.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam3_0_10.720_16.179_1_3_mcfd.avi,1,3,10,fall,1,1,17.553333333333335,18.886803333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_bb38cfdd65f8eea4eafc.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam1_0_10.553_16.013_1_1_mcfd.avi,1,1,10,stand_up,7,0,20.907636666666665,29.240976666666665,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_b2e5b72ccacd37c88dd8.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam3_0_10.720_16.179_1_3_mcfd.avi,1,3,10,stand_up,7,0,21.074303333333333,29.407643333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_c1a9fc7a08f65859c204.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam1_0_10.553_16.013_1_1_mcfd.avi,1,1,10,walk,0,0,29.240666666666662,31.583476666666662,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_2437183489a1dca0bd5b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute10_cam3_0_10.720_16.179_1_3_mcfd.avi,1,3,10,walk,0,0,29.407333333333334,31.75014333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_3170dba78e3174d2fec1.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute11_cam1_0_13.274_16.403_1_1_mcfd.avi,1,1,11,fallen,2,1,18.003666666666664,24.940976666666664,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_d9cba4dba22012fe0cd4.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute11_cam3_0_13.174_16.303_1_3_mcfd.avi,1,3,11,fallen,2,1,17.903666666666666,24.840976666666663,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_79caca1a842fca59e0d5.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute11_cam1_0_13.274_16.403_1_1_mcfd.avi,1,1,11,stand_up,7,0,24.940666666666665,27.582636666666662,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_40a0eb4cd5a3a5e8ead8.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute11_cam3_0_13.174_16.303_1_3_mcfd.avi,1,3,11,stand_up,7,0,24.840666666666667,27.482636666666668,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_d8c4a32c7b4bae87dd89.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute13_cam1_0_10.583_14.883_1_1_mcfd.avi,1,1,13,stand_up,7,0,23.89133333333333,27.95133333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_15a63c33f8af4a637416.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute13_cam3_0_10.050_14.350_1_3_mcfd.avi,1,3,13,stand_up,7,0,23.358,27.418000000000003,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_5b49db579118982c2e13.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam1_0_8.735_10.867_1_1_mcfd.avi,1,1,17,stand_up,7,0,20.436666666666667,24.666666666666668,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_6ebc14c37e170133481b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam3_0_8.535_10.667_1_3_mcfd.avi,1,3,17,stand_up,7,0,20.236666666666668,24.46666666666667,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_d5c53435939370684ce0.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam1_0_14.637_19.082_1_1_mcfd.avi,1,1,21,walk,0,0,14.63681,19.082,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_29775a9f996ecc2c8b3a.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam3_0_14.703_19.149_1_3_mcfd.avi,1,3,21,walk,0,0,14.703476666666669,19.148666666666664,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_5077767e694988e8b314.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam1_0_14.637_19.082_1_1_mcfd.avi,1,1,21,sit_down,3,0,19.082,21.79,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_d50d961716aec1b644f3.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam3_0_14.703_19.149_1_3_mcfd.avi,1,3,21,sit_down,3,0,19.148666666666664,21.856666666666666,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_30f2ec73030a0957bfdf.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam1_0_14.637_19.082_1_1_mcfd.avi,1,1,21,sitting,4,0,21.822,27.99,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_0167f8b2f4806eca28f6.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam3_0_14.703_19.149_1_3_mcfd.avi,1,3,21,sitting,4,0,21.888666666666666,28.056666666666665,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_0975ff0c2079933faa15.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam1_0_14.637_19.082_1_1_mcfd.avi,1,1,21,stand_up,7,0,28.022,30.29,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_dc4a83870b4d8de8a418.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam3_0_14.703_19.149_1_3_mcfd.avi,1,3,21,stand_up,7,0,28.088666666666665,30.356666666666666,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_768b6946cd4215ec9d61.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam1_0_14.637_19.082_1_1_mcfd.avi,1,1,21,fall,1,1,30.322,32.014,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_2052b5f6888c8d70910a.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute21_cam3_0_14.703_19.149_1_3_mcfd.avi,1,3,21,fall,1,1,30.388666666666666,32.080666666666666,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_864338859a53c3935ebe.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam1_0_10.085_19.329_1_1_mcfd.avi,1,1,22,walk,0,0,10.085333333333336,19.32933333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_c631d770108bccf9ffc4.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam3_0_11.785_21.029_1_3_mcfd.avi,1,3,22,walk,0,0,11.785333333333334,21.029333333333334,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_869bdda604965e03e77f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam1_0_10.085_19.329_1_1_mcfd.avi,1,1,22,sit_down,3,0,19.365333333333336,22.62933333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_a88d100a3ea5a61c1bd9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam3_0_11.785_21.029_1_3_mcfd.avi,1,3,22,sit_down,3,0,21.06533333333333,24.32933333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_5e82fb994ac2fd31d343.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam1_0_10.085_19.329_1_1_mcfd.avi,1,1,22,sitting,4,0,22.665333333333333,24.365333333333336,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_5280cc05bcc8023b9f4d.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam3_0_11.785_21.029_1_3_mcfd.avi,1,3,22,sitting,4,0,24.36533333333333,26.06533333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_26b5ffab8f7bfa4db16d.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam1_0_10.085_19.329_1_1_mcfd.avi,1,1,22,stand_up,7,0,24.397333333333336,25.32933333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_4f9492d64be3de996e7a.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam3_0_11.785_21.029_1_3_mcfd.avi,1,3,22,stand_up,7,0,26.09733333333333,27.029333333333334,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_31602fb28be54bf9eed0.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam1_0_10.085_19.329_1_1_mcfd.avi,1,1,22,fall,1,1,25.365333333333336,27.409333333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_276291a434d046dbe8ce.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute22_cam3_0_11.785_21.029_1_3_mcfd.avi,1,3,22,fall,1,1,27.06533333333333,29.10933333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_b024410725c8c67c3fda.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam1_0_12.393_18.373_1_1_mcfd.avi,1,1,23,walk,0,0,18.993333333333336,21.57433333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_5515f4c73e9527a896b0.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam3_0_13.093_19.073_1_3_mcfd.avi,1,3,23,walk,0,0,19.69333333333333,22.27433333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_8b1d648183dc0c629229.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam1_0_12.393_18.373_1_1_mcfd.avi,1,1,23,stand_up,7,0,51.94133333333333,55.34514333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_e15bbecea81549707359.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam3_0_13.093_19.073_1_3_mcfd.avi,1,3,23,stand_up,7,0,52.64133333333333,56.04514333333333,val,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_ecae0f9de5fe39e79abf.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute23_cam1_0_12.393_18.373_1_1_mcfd.avi,1,1,23,walk,0,0,62.60533333333333,88.26180333333333,train,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/MCFD_b8c72fd784000120bf01.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
