dataset,video_path,subject,camera,scenario,activity,source_label,label,start_s,end_s,pose_path,pose_cache_hit,pose_cache_version
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/HopS6_9_0.000_8.100_6_1_caucafall.avi,6,1,HopS6,other,9,0,0.0,8.1,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_04500d0a3eb5eeaef876.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/KneelS6_7_7.334_9.434_6_1_caucafall.avi,6,1,KneelS6,other,9,0,0.0,7.35,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_0593c5a5662dca5d73c7.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/PickupobjectS6_0_0.000_2.195_6_1_caucafall.avi,6,1,PickupobjectS6,walk,0,0,0.0,2.19525,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_1b413bf169097bf17af8.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/SitDownS6_0_0.000_2.424_6_1_caucafall.avi,6,1,SitDownS6,walk,0,0,0.0,2.42442,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_87c099360afe4ed44c2a.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/WalkS6_0_0.000_13.300_6_1_caucafall.avi,6,1,WalkS6,walk,0,0,0.0,13.3,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_d543b68b219dbcc5f501.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/FallBackwardsS6_1_2.220_5.920_6_1_caucafall.avi,6,1,FallBackwardsS6,standing,8,0,0.0,2.22,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_1a6a1c376504a41237a1.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/FallForwardS6_0_0.000_2.360_6_1_caucafall.avi,6,1,FallForwardS6,walk,0,0,0.0,2.36,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_68b315ff2626b48a4afb.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/FallLeftS6_0_0.000_1.080_6_1_caucafall.avi,6,1,FallLeftS6,walk,0,0,0.0,1.08,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_1bb6813fa860fbb683df.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/FallRightS6_0_0.000_2.900_6_1_caucafall.avi,6,1,FallRightS6,walk,0,0,0.0,2.9,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_96317a0f60075b2eb10b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/FallSittingS6_1_2.980_6.020_6_1_caucafall.avi,6,1,FallSittingS6,sitting,4,0,0.0,2.98,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_94ac926676e5c42c9b92.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/FallBackwardsS6_1_2.220_5.920_6_1_caucafall.avi,6,1,FallBackwardsS6,fall,1,1,2.22,5.92,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_06cd85717eb0ab00d368.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.6/FallSittingS6_1_2.980_6.020_6_1_caucafall.avi,6,1,FallSittingS6,fall,1,1,2.98,6.02,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_7ce1cdd35815f688e3b1.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/HopS7_9_0.000_9.900_7_1_caucafall.avi,7,1,HopS7,other,9,0,0.0,9.9,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_088feb81c891202b869e.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/KneelS7_7_9.320_10.100_7_1_caucafall.avi,7,1,KneelS7,other,9,0,0.0,9.32,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_508cd17c2a226fc6b9e9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/PickupobjectS7_0_1.069_2.238_7_1_caucafall.avi,7,1,PickupobjectS7,stand_up,7,0,0.0,1.06946,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_3de516df24d53edc8711.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/SitDownS7_0_0.000_0.799_7_1_caucafall.avi,7,1,SitDownS7,walk,0,0,0.0,0.79942,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_507a64d50897b5f2eea3.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/WalkS7_0_0.000_9.650_7_1_caucafall.avi,7,1,WalkS7,walk,0,0,0.0,9.65,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_dc777365e2345d4a792b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/FallBackwardsS7_1_3.090_5.550_7_1_caucafall.avi,7,1,FallBackwardsS7,standing,8,0,0.0,3.09,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_b7502d00cd5db1cf99ee.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/FallForwardS7_0_0.000_0.780_7_1_caucafall.avi,7,1,FallForwardS7,walk,0,0,0.0,0.78,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_6ab18c50e17766e265cc.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/FallLeftS7_1_2.360_4.380_7_1_caucafall.avi,7,1,FallLeftS7,standing,8,0,0.0,2.36,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_7c7060a3939ab72cb2b6.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/FallRightS7_1_1.030_3.090_7_1_caucafall.avi,7,1,FallRightS7,standing,8,0,0.0,1.03,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_1d7730fde150056884d9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/FallSittingS7_1_1.080_4.160_7_1_caucafall.avi,7,1,FallSittingS7,sitting,4,0,0.0,1.08,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_e951c7d709e322684215.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/FallRightS7_1_1.030_3.090_7_1_caucafall.avi,7,1,FallRightS7,fall,1,1,1.03,3.09,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_7a38bfc3ad8475cc8f3d.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/PickupobjectS7_0_1.069_2.238_7_1_caucafall.avi,7,1,PickupobjectS7,walk,0,0,1.069,2.23792,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_0d8fa0f70c7c8f60a961.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.7/FallSittingS7_1_1.080_4.160_7_1_caucafall.avi,7,1,FallSittingS7,fall,1,1,1.08,4.16,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_f9482a53c721cd5132f7.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/HopS8_9_0.000_8.300_8_1_caucafall.avi,8,1,HopS8,other,9,0,0.0,8.3,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_05d78249995bffb562c8.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/KneelS8_7_10.000_12.800_8_1_caucafall.avi,8,1,KneelS8,other,9,0,0.0,10.0,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_9e49e9869df8382bbfbc.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/PickupobjectS8_0_0.000_1.883_8_1_caucafall.avi,8,1,PickupobjectS8,walk,0,0,0.0,1.88275,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_ad803b56d9444f0cbdae.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/SitDownS8_3_0.000_4.966_8_1_caucafall.avi,8,1,SitDownS8,sit_down,3,0,0.0,4.96608,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_88219823b27b0175fb29.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/WalkS8_0_0.000_10.800_8_1_caucafall.avi,8,1,WalkS8,walk,0,0,0.0,10.8,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_2a5631cf9e668e23ed03.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/FallBackwardsS8_1_1.730_4.550_8_1_caucafall.avi,8,1,FallBackwardsS8,standing,8,0,0.0,1.73,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_b8e834daaf225267f467.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/FallForwardS8_0_0.000_0.710_8_1_caucafall.avi,8,1,FallForwardS8,walk,0,0,0.0,0.71,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_72c7be8989b49eb1453f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/FallLeftS8_1_1.000_3.400_8_1_caucafall.avi,8,1,FallLeftS8,standing,8,0,0.0,1.0,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_ce10d3849a01af8b7fa9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/FallRightS8_0_0.000_1.580_8_1_caucafall.avi,8,1,FallRightS8,walk,0,0,0.0,1.58,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_8e31f74d88993da9b7db.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/FallSittingS8_1_2.250_5.550_8_1_caucafall.avi,8,1,FallSittingS8,sitting,4,0,0.0,2.25,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_ef706f2c96dacebd3575.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/FallLeftS8_1_1.000_3.400_8_1_caucafall.avi,8,1,FallLeftS8,fall,1,1,1.0,3.4,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_887920ed8a9c6d35e440.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/FallBackwardsS8_1_1.730_4.550_8_1_caucafall.avi,8,1,FallBackwardsS8,fall,1,1,1.73,4.55,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_f75b57cfc863398522ce.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.8/FallSittingS8_1_2.250_5.550_8_1_caucafall.avi,8,1,FallSittingS8,fall,1,1,2.25,5.55,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_2f34f858dfd2f64b25d0.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/HopS9_8_0.000_0.700_9_1_caucafall.avi,9,1,HopS9,standing,8,0,0.0,0.7,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_6e7e8de443679c6d37a7.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/KneelS9_0_0.000_2.280_9_1_caucafall.avi,9,1,KneelS9,walk,0,0,0.0,2.28,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_c24eaa48a06b32398278.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/PickupobjectS9_0_0.000_2.383_9_1_caucafall.avi,9,1,PickupobjectS9,walk,0,0,0.0,2.38275,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_afe5a4320b679e103a73.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/SitDownS9_0_0.000_0.862_9_1_caucafall.avi,9,1,SitDownS9,walk,0,0,0.0,0.86192,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_11880ba7de250053cc56.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/WalkS9_0_0.000_11.700_9_1_caucafall.avi,9,1,WalkS9,walk,0,0,0.0,11.7,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_0a10eeaa025e181e93cd.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/FallBackwardsS9_1_1.660_5.080_9_1_caucafall.avi,9,1,FallBackwardsS9,standing,8,0,0.0,1.66,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_84c8d1422f88553d2e6f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/FallForwardS9_0_0.000_1.250_9_1_caucafall.avi,9,1,FallForwardS9,walk,0,0,0.0,1.25,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_42fb6b9f6578ded3d482.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/FallLeftS9_0_0.000_0.920_9_1_caucafall.avi,9,1,FallLeftS9,walk,0,0,0.0,0.92,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_e440b346b29880983676.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/FallRightS9_0_0.000_1.500_9_1_caucafall.avi,9,1,FallRightS9,walk,0,0,0.0,1.5,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_393dec923b3609fde993.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/FallSittingS9_1_1.540_5.000_9_1_caucafall.avi,9,1,FallSittingS9,sitting,4,0,0.0,1.54,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_a69c745352b5896d8f94.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/FallSittingS9_1_1.540_5.000_9_1_caucafall.avi,9,1,FallSittingS9,fall,1,1,1.54,5.0,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_ffae4796312139e87a7f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.9/FallBackwardsS9_1_1.660_5.080_9_1_caucafall.avi,9,1,FallBackwardsS9,fall,1,1,1.66,5.08,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_a27fed0cb7f57f633fb0.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/HopS10_9_0.000_12.400_10_1_caucafall.avi,10,1,HopS10,other,9,0,0.0,12.4,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_8e029b111c7a53738a9a.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/KneelS10_7_10.982_13.042_10_1_caucafall.avi,10,1,KneelS10,other,9,0,0.0,10.99,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_8f581c11d67a1e722670.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/PickupobjectS10_0_0.000_1.640_10_1_caucafall.avi,10,1,PickupobjectS10,walk,0,0,0.0,1.64,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_715dc4cc9c23fc4ee3e9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/SitDownS10_0_0.000_1.540_10_1_caucafall.avi,10,1,SitDownS10,walk,0,0,0.0,1.54,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_d225808c240fc3f3c947.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/WalkS10_0_0.000_11.250_10_1_caucafall.avi,10,1,WalkS10,walk,0,0,0.0,11.25,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_caa527635884edb0cfd2.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/FallBackwardsS10_1_1.910_4.410_10_1_caucafall.avi,10,1,FallBackwardsS10,standing,8,0,0.0,1.91,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_31648ba2f4816d30ccb9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/FallForwardS10_0_0.000_0.860_10_1_caucafall.avi,10,1,FallForwardS10,walk,0,0,0.0,0.86,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_c12b33a0c4d5fa35c9a6.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/FallLeftS10_1_0.970_3.350_10_1_caucafall.avi,10,1,FallLeftS10,standing,8,0,0.0,0.97,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_287ebb3d5befd5a05a9f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/FallRightS10_1_2.270_4.410_10_1_caucafall.avi,10,1,FallRightS10,standing,8,0,0.0,2.27,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_5e50419ae3313217c39f.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/FallSittingS10_1_1.850_4.450_10_1_caucafall.avi,10,1,FallSittingS10,sitting,4,0,0.0,1.85,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_62f7896a3b0648720d0b.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/FallLeftS10_1_0.970_3.350_10_1_caucafall.avi,10,1,FallLeftS10,fall,1,1,0.97,3.35,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_8d53636c5847fb3baed9.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/FallSittingS10_1_1.850_4.450_10_1_caucafall.avi,10,1,FallSittingS10,fall,1,1,1.85,4.45,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_ade3429f4d6b11429766.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
CAUCAFall,/content/fall_detection_work/CAUCAFall/Cauca_fall/clips/Subject.10/FallBackwardsS10_1_1.910_4.410_10_1_caucafall.avi,10,1,FallBackwardsS10,fall,1,1,1.91,4.41,/content/drive/MyDrive/fall_detection_project/pose_cache/pose_v2_yolo11n_T32_C8_batch32_fp16/CAUCAFall_d6d7aede397b9581092d.npz,False,pose_v2_yolo11n_T32_C8_batch32_fp16
