dataset,video_path,subject,camera,scenario,activity,source_label,label,start_s,end_s,split
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam5_0_8.368_10.500_1_5_mcfd.avi,1,5,17,other,9,0,12.968,15.332,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam7_0_9.001_11.133_1_7_mcfd.avi,1,7,17,other,9,0,13.601333333333333,15.965333333333334,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam8_0_8.635_10.767_1_8_mcfd.avi,1,8,17,other,9,0,13.234666666666667,15.598666666666668,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam1_0_8.735_10.867_1_1_mcfd.avi,1,1,17,fall,1,1,15.734666666666667,18.066666666666663,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam2_0_8.901_11.033_1_2_mcfd.avi,1,2,17,fall,1,1,15.901333333333334,18.23333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam3_0_8.535_10.667_1_3_mcfd.avi,1,3,17,fall,1,1,15.534666666666666,17.866666666666667,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam4_0_8.035_10.167_1_4_mcfd.avi,1,4,17,fall,1,1,15.034666666666666,17.366666666666667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam5_0_8.368_10.500_1_5_mcfd.avi,1,5,17,fall,1,1,15.368,17.7,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam7_0_9.001_11.133_1_7_mcfd.avi,1,7,17,fall,1,1,16.001333333333335,18.33333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam8_0_8.635_10.767_1_8_mcfd.avi,1,8,17,fall,1,1,15.634666666666668,17.966666666666665,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam1_0_8.735_10.867_1_1_mcfd.avi,1,1,17,sitting,4,0,18.098666666666663,20.436806666666666,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam2_0_8.901_11.033_1_2_mcfd.avi,1,2,17,sitting,4,0,18.26533333333333,20.603473333333334,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam3_0_8.535_10.667_1_3_mcfd.avi,1,3,17,sitting,4,0,17.898666666666667,20.236806666666663,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam4_0_8.035_10.167_1_4_mcfd.avi,1,4,17,sitting,4,0,17.398666666666667,19.736806666666663,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam5_0_8.368_10.500_1_5_mcfd.avi,1,5,17,sitting,4,0,17.732,20.07014,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam7_0_9.001_11.133_1_7_mcfd.avi,1,7,17,sitting,4,0,18.36533333333333,20.70347333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam8_0_8.635_10.767_1_8_mcfd.avi,1,8,17,sitting,4,0,17.998666666666665,20.336806666666664,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam1_0_8.735_10.867_1_1_mcfd.avi,1,1,17,fall,1,1,24.698666666666668,26.034666666666663,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam2_0_8.901_11.033_1_2_mcfd.avi,1,2,17,fall,1,1,24.865333333333336,26.20133333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam3_0_8.535_10.667_1_3_mcfd.avi,1,3,17,fall,1,1,24.49866666666667,25.834666666666667,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam4_0_8.035_10.167_1_4_mcfd.avi,1,4,17,fall,1,1,23.99866666666667,25.334666666666667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam5_0_8.368_10.500_1_5_mcfd.avi,1,5,17,fall,1,1,24.332,25.668,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam7_0_9.001_11.133_1_7_mcfd.avi,1,7,17,fall,1,1,24.965333333333334,26.30133333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam8_0_8.635_10.767_1_8_mcfd.avi,1,8,17,fall,1,1,24.598666666666663,25.934666666666665,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam1_0_8.735_10.867_1_1_mcfd.avi,1,1,17,fallen,2,1,26.066666666666663,29.034666666666663,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam2_0_8.901_11.033_1_2_mcfd.avi,1,2,17,fallen,2,1,26.23333333333333,29.20133333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam3_0_8.535_10.667_1_3_mcfd.avi,1,3,17,fallen,2,1,25.866666666666667,28.834666666666667,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam4_0_8.035_10.167_1_4_mcfd.avi,1,4,17,fallen,2,1,25.366666666666667,28.334666666666667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam5_0_8.368_10.500_1_5_mcfd.avi,1,5,17,fallen,2,1,25.7,28.668,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam7_0_9.001_11.133_1_7_mcfd.avi,1,7,17,fallen,2,1,26.33333333333333,29.30133333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute17_cam8_0_8.635_10.767_1_8_mcfd.avi,1,8,17,fallen,2,1,25.966666666666665,28.934666666666665,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam1_0_14.204_16.772_1_1_mcfd.avi,1,1,18,walk,0,0,14.204,16.772,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam2_0_14.404_16.972_1_2_mcfd.avi,1,2,18,walk,0,0,14.404,16.971999999999998,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam3_0_13.771_16.339_1_3_mcfd.avi,1,3,18,walk,0,0,13.770666666666669,16.338666666666665,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam4_0_10.904_13.472_1_4_mcfd.avi,1,4,18,walk,0,0,10.904,13.471999999999998,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam5_0_13.704_16.272_1_5_mcfd.avi,1,5,18,walk,0,0,13.704,16.272,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam7_0_14.537_17.105_1_7_mcfd.avi,1,7,18,walk,0,0,14.537333333333336,17.10533333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam8_0_13.471_16.039_1_8_mcfd.avi,1,8,18,walk,0,0,13.470666666666668,16.038666666666664,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam1_0_14.204_16.772_1_1_mcfd.avi,1,1,18,sit_down,3,0,16.804,18.504,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam2_0_14.404_16.972_1_2_mcfd.avi,1,2,18,sit_down,3,0,17.003999999999998,18.704,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam3_0_13.771_16.339_1_3_mcfd.avi,1,3,18,sit_down,3,0,16.370666666666665,18.070666666666668,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam4_0_10.904_13.472_1_4_mcfd.avi,1,4,18,sit_down,3,0,13.503999999999998,15.204,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam5_0_13.704_16.272_1_5_mcfd.avi,1,5,18,sit_down,3,0,16.304,18.004,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam7_0_14.537_17.105_1_7_mcfd.avi,1,7,18,sit_down,3,0,17.13733333333333,18.837333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam8_0_13.471_16.039_1_8_mcfd.avi,1,8,18,sit_down,3,0,16.070666666666664,17.770666666666667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam1_0_14.204_16.772_1_1_mcfd.avi,1,1,18,sitting,4,0,18.54,21.84,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam2_0_14.404_16.972_1_2_mcfd.avi,1,2,18,sitting,4,0,18.74,22.04,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam3_0_13.771_16.339_1_3_mcfd.avi,1,3,18,sitting,4,0,18.106666666666666,21.406666666666663,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam4_0_10.904_13.472_1_4_mcfd.avi,1,4,18,sitting,4,0,15.239999999999998,18.54,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam5_0_13.704_16.272_1_5_mcfd.avi,1,5,18,sitting,4,0,18.04,21.34,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam7_0_14.537_17.105_1_7_mcfd.avi,1,7,18,sitting,4,0,18.87333333333333,22.17333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam8_0_13.471_16.039_1_8_mcfd.avi,1,8,18,sitting,4,0,17.806666666666665,21.106666666666666,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam1_0_14.204_16.772_1_1_mcfd.avi,1,1,18,stand_up,7,0,21.872,23.172,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam2_0_14.404_16.972_1_2_mcfd.avi,1,2,18,stand_up,7,0,22.072,23.372,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam3_0_13.771_16.339_1_3_mcfd.avi,1,3,18,stand_up,7,0,21.438666666666663,22.738666666666667,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam4_0_10.904_13.472_1_4_mcfd.avi,1,4,18,stand_up,7,0,18.572,19.872,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam5_0_13.704_16.272_1_5_mcfd.avi,1,5,18,stand_up,7,0,21.372,22.672,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam7_0_14.537_17.105_1_7_mcfd.avi,1,7,18,stand_up,7,0,22.20533333333333,23.505333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam8_0_13.471_16.039_1_8_mcfd.avi,1,8,18,stand_up,7,0,21.138666666666666,22.438666666666663,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam1_0_14.204_16.772_1_1_mcfd.avi,1,1,18,fall,1,1,23.204,24.204,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam2_0_14.404_16.972_1_2_mcfd.avi,1,2,18,fall,1,1,23.404,24.404,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam3_0_13.771_16.339_1_3_mcfd.avi,1,3,18,fall,1,1,22.770666666666667,23.770666666666667,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam4_0_10.904_13.472_1_4_mcfd.avi,1,4,18,fall,1,1,19.904,20.904,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam5_0_13.704_16.272_1_5_mcfd.avi,1,5,18,fall,1,1,22.704,23.704,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam7_0_14.537_17.105_1_7_mcfd.avi,1,7,18,fall,1,1,23.537333333333333,24.537333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam8_0_13.471_16.039_1_8_mcfd.avi,1,8,18,fall,1,1,22.470666666666663,23.470666666666663,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam1_0_14.204_16.772_1_1_mcfd.avi,1,1,18,fallen,2,1,24.24,28.84,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam2_0_14.404_16.972_1_2_mcfd.avi,1,2,18,fallen,2,1,24.44,29.04,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam3_0_13.771_16.339_1_3_mcfd.avi,1,3,18,fallen,2,1,23.806666666666665,28.406666666666663,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam4_0_10.904_13.472_1_4_mcfd.avi,1,4,18,fallen,2,1,20.94,25.54,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam5_0_13.704_16.272_1_5_mcfd.avi,1,5,18,fallen,2,1,23.74,28.34,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam7_0_14.537_17.105_1_7_mcfd.avi,1,7,18,fallen,2,1,24.57333333333333,29.17333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute18_cam8_0_13.471_16.039_1_8_mcfd.avi,1,8,18,fallen,2,1,23.506666666666664,28.106666666666666,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam1_0_9.953_18.053_1_1_mcfd.avi,1,1,19,walk,0,0,9.952666666666667,18.052666666666664,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam2_0_10.219_18.319_1_2_mcfd.avi,1,2,19,walk,0,0,10.219333333333331,18.319333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam3_0_9.853_17.953_1_3_mcfd.avi,1,3,19,walk,0,0,9.852666666666668,17.952666666666666,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam4_0_9.953_18.053_1_4_mcfd.avi,1,4,19,walk,0,0,9.952666666666667,18.052666666666664,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam5_0_9.486_17.586_1_5_mcfd.avi,1,5,19,walk,0,0,9.486,17.586,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam7_0_9.319_17.419_1_7_mcfd.avi,1,7,19,walk,0,0,9.319333333333336,17.41933333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam8_0_9.986_18.086_1_8_mcfd.avi,1,8,19,walk,0,0,9.986,18.086,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam1_0_9.953_18.053_1_1_mcfd.avi,1,1,19,fall,1,1,18.084666666666664,21.452666666666666,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam2_0_10.219_18.319_1_2_mcfd.avi,1,2,19,fall,1,1,18.351333333333333,21.71933333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam3_0_9.853_17.953_1_3_mcfd.avi,1,3,19,fall,1,1,17.984666666666666,21.352666666666668,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam4_0_9.953_18.053_1_4_mcfd.avi,1,4,19,fall,1,1,18.084666666666664,21.452666666666666,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam5_0_9.486_17.586_1_5_mcfd.avi,1,5,19,fall,1,1,17.618,20.986,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam7_0_9.319_17.419_1_7_mcfd.avi,1,7,19,fall,1,1,17.45133333333333,20.819333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam8_0_9.986_18.086_1_8_mcfd.avi,1,8,19,fall,1,1,18.118,21.486,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam1_0_9.953_18.053_1_1_mcfd.avi,1,1,19,fallen,2,1,21.484666666666666,27.120666666666665,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam2_0_10.219_18.319_1_2_mcfd.avi,1,2,19,fallen,2,1,21.75133333333333,27.38733333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam3_0_9.853_17.953_1_3_mcfd.avi,1,3,19,fallen,2,1,21.384666666666668,27.020666666666667,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam4_0_9.953_18.053_1_4_mcfd.avi,1,4,19,fallen,2,1,21.484666666666666,27.120666666666665,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam5_0_9.486_17.586_1_5_mcfd.avi,1,5,19,fallen,2,1,21.018,26.654,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam7_0_9.319_17.419_1_7_mcfd.avi,1,7,19,fallen,2,1,20.851333333333333,26.48733333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute19_cam8_0_9.986_18.086_1_8_mcfd.avi,1,8,19,fallen,2,1,21.518,27.154,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam1_0_10.668_18.768_1_1_mcfd.avi,1,1,20,walk,0,0,10.668,18.768,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam2_0_10.135_18.235_1_2_mcfd.avi,1,2,20,walk,0,0,10.134666666666666,18.234666666666666,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam3_0_9.935_18.035_1_3_mcfd.avi,1,3,20,walk,0,0,9.934666666666669,18.034666666666663,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam4_0_10.168_18.268_1_4_mcfd.avi,1,4,20,walk,0,0,10.168,18.268,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam5_0_10.168_18.268_1_5_mcfd.avi,1,5,20,walk,0,0,10.168,18.268,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam7_0_10.001_18.101_1_7_mcfd.avi,1,7,20,walk,0,0,10.001333333333331,18.101333333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam8_0_9.835_17.935_1_8_mcfd.avi,1,8,20,walk,0,0,9.834666666666664,17.93466666666667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam1_0_10.668_18.768_1_1_mcfd.avi,1,1,20,fall,1,1,18.804,23.036,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam2_0_10.135_18.235_1_2_mcfd.avi,1,2,20,fall,1,1,18.270666666666664,22.502666666666663,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam3_0_9.935_18.035_1_3_mcfd.avi,1,3,20,fall,1,1,18.070666666666664,22.302666666666667,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam4_0_10.168_18.268_1_4_mcfd.avi,1,4,20,fall,1,1,18.304,22.536,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam5_0_10.168_18.268_1_5_mcfd.avi,1,5,20,fall,1,1,18.304,22.536,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam7_0_10.001_18.101_1_7_mcfd.avi,1,7,20,fall,1,1,18.13733333333333,22.369333333333334,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam8_0_9.835_17.935_1_8_mcfd.avi,1,8,20,fall,1,1,17.970666666666666,22.20266666666667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam1_0_10.668_18.768_1_1_mcfd.avi,1,1,20,fallen,2,1,23.068,27.304,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam2_0_10.135_18.235_1_2_mcfd.avi,1,2,20,fallen,2,1,22.534666666666663,26.770666666666664,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam3_0_9.935_18.035_1_3_mcfd.avi,1,3,20,fallen,2,1,22.334666666666667,26.570666666666664,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam4_0_10.168_18.268_1_4_mcfd.avi,1,4,20,fallen,2,1,22.568,26.804,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam5_0_10.168_18.268_1_5_mcfd.avi,1,5,20,fallen,2,1,22.568,26.804,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam7_0_10.001_18.101_1_7_mcfd.avi,1,7,20,fallen,2,1,22.401333333333334,26.63733333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute20_cam8_0_9.835_17.935_1_8_mcfd.avi,1,8,20,fallen,2,1,22.23466666666667,26.470666666666663,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam1_0_28.133_33.237_1_1_mcfd.avi,1,1,1,fallen,2,1,37.54933333333334,41.90347333333334,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam2_0_28.133_33.237_1_2_mcfd.avi,1,2,1,fallen,2,1,37.54933333333334,41.90347333333334,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam3_0_28.299_33.404_1_3_mcfd.avi,1,3,1,fallen,2,1,37.716,42.07014,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam4_0_28.166_33.271_1_4_mcfd.avi,1,4,1,fallen,2,1,37.58266666666667,41.93680666666667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam5_0_28.799_33.904_1_5_mcfd.avi,1,5,1,fallen,2,1,38.216,42.57014,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam7_0_28.233_33.337_1_7_mcfd.avi,1,7,1,fallen,2,1,37.64933333333333,42.00347333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam8_0_28.033_33.137_1_8_mcfd.avi,1,8,1,fallen,2,1,37.449333333333335,41.803473333333336,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam1_0_28.133_33.237_1_1_mcfd.avi,1,1,1,stand_up,7,0,41.903333333333336,47.48680333333333,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam2_0_28.133_33.237_1_2_mcfd.avi,1,2,1,stand_up,7,0,41.903333333333336,47.48680333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam3_0_28.299_33.404_1_3_mcfd.avi,1,3,1,stand_up,7,0,42.07,47.65347,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam4_0_28.166_33.271_1_4_mcfd.avi,1,4,1,stand_up,7,0,41.93666666666667,47.520136666666666,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam5_0_28.799_33.904_1_5_mcfd.avi,1,5,1,stand_up,7,0,42.57,48.15347,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam7_0_28.233_33.337_1_7_mcfd.avi,1,7,1,stand_up,7,0,42.00333333333333,47.58680333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam8_0_28.033_33.137_1_8_mcfd.avi,1,8,1,stand_up,7,0,41.803333333333335,47.38680333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam1_0_28.133_33.237_1_1_mcfd.avi,1,1,1,walk,0,0,47.48633333333333,48.61180333333333,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam2_0_28.133_33.237_1_2_mcfd.avi,1,2,1,walk,0,0,47.48633333333333,48.61180333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam3_0_28.299_33.404_1_3_mcfd.avi,1,3,1,walk,0,0,47.653,48.77847,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam4_0_28.166_33.271_1_4_mcfd.avi,1,4,1,walk,0,0,47.519666666666666,48.645136666666666,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam5_0_28.799_33.904_1_5_mcfd.avi,1,5,1,walk,0,0,48.153,49.27847,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam7_0_28.233_33.337_1_7_mcfd.avi,1,7,1,walk,0,0,47.58633333333333,48.71180333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam8_0_28.033_33.137_1_8_mcfd.avi,1,8,1,walk,0,0,47.38633333333333,48.51180333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam1_0_28.133_33.237_1_1_mcfd.avi,1,1,1,other,9,0,48.61133333333333,50.44514333333333,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam2_0_28.133_33.237_1_2_mcfd.avi,1,2,1,other,9,0,48.61133333333333,50.44514333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam3_0_28.299_33.404_1_3_mcfd.avi,1,3,1,other,9,0,48.778,50.61181,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam4_0_28.166_33.271_1_4_mcfd.avi,1,4,1,other,9,0,48.644666666666666,50.478476666666666,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam5_0_28.799_33.904_1_5_mcfd.avi,1,5,1,other,9,0,49.278,51.11181,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam7_0_28.233_33.337_1_7_mcfd.avi,1,7,1,other,9,0,48.71133333333333,50.54514333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam8_0_28.033_33.137_1_8_mcfd.avi,1,8,1,other,9,0,48.51133333333333,50.34514333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam1_0_28.133_33.237_1_1_mcfd.avi,1,1,1,walk,0,0,50.44533333333334,51.48533333333334,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam2_0_28.133_33.237_1_2_mcfd.avi,1,2,1,walk,0,0,50.44533333333334,51.48533333333334,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam3_0_28.299_33.404_1_3_mcfd.avi,1,3,1,walk,0,0,50.612,51.652,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam4_0_28.166_33.271_1_4_mcfd.avi,1,4,1,walk,0,0,50.47866666666667,51.51866666666667,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam5_0_28.799_33.904_1_5_mcfd.avi,1,5,1,walk,0,0,51.112,52.152,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam7_0_28.233_33.337_1_7_mcfd.avi,1,7,1,walk,0,0,50.54533333333333,51.58533333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute01_cam8_0_28.033_33.137_1_8_mcfd.avi,1,8,1,walk,0,0,50.345333333333336,51.385333333333335,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam1_0_10.970_13.823_1_1_mcfd.avi,1,1,2,fallen,2,1,15.907333333333332,24.678473333333333,train
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam2_0_11.470_14.323_1_2_mcfd.avi,1,2,2,fallen,2,1,16.407333333333334,25.178473333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam3_0_10.137_12.990_1_3_mcfd.avi,1,3,2,fallen,2,1,15.074,23.84514,val
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam4_0_10.670_13.523_1_4_mcfd.avi,1,4,2,fallen,2,1,15.607333333333331,24.37847333333333,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam5_0_10.737_13.590_1_5_mcfd.avi,1,5,2,fallen,2,1,15.674,24.44514,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam7_0_11.237_14.090_1_7_mcfd.avi,1,7,2,fallen,2,1,16.174,24.94514,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam8_0_10.337_13.190_1_8_mcfd.avi,1,8,2,fallen,2,1,15.274,24.04514,test
MCFD,/content/fall_detection_work/MCFD/MCFD/clips/chute02_cam1_0_10.970_13.823_1_1_mcfd.avi,1,1,2,stand_up,7,0,24.67833333333333,27.803473333333333,train
