path,label,start,end,subject,cam,dataset
Subject_4/Fall/04,1,1.04,2.04,4,1,GMDCSA24
Subject_4/ADL/16,4,1.049,1.88264,4,1,GMDCSA24
Subject_4/Fall/13,2,1.08,5.0,4,1,GMDCSA24
Subject_4/ADL/03,4,1.112,8.98181,4,1,GMDCSA24
Subject_4/Fall/01,1,1.14,2.44,4,1,GMDCSA24
Subject_4/Fall/15,1,1.18,2.58,4,1,GMDCSA24
Subject_4/ADL/19,9,1.22,9.9,4,1,GMDCSA24
Subject_4/Fall/07,9,1.22,2.06,4,1,GMDCSA24
Subject_4/ADL/18,9,1.32,14.1,4,1,GMDCSA24
Subject_4/ADL/10,5,1.4,7.00764,4,1,GMDCSA24
Subject_4/Fall/09,1,1.42,2.7,4,1,GMDCSA24
Subject_4/ADL/17,9,1.424,4.23681,4,1,GMDCSA24
Subject_4/Fall/02,1,1.44,2.24,4,1,GMDCSA24
Subject_4/Fall/10,1,1.48,2.86,4,1,GMDCSA24
Subject_4/ADL/14,9,1.487,7.23681,4,1,GMDCSA24
Subject_4/ADL/05,9,1.549,7.38,4,1,GMDCSA24
Subject_4/Fall/08,1,1.56,3.0,4,1,GMDCSA24
Subject_4/Fall/03,1,1.64,2.68,4,1,GMDCSA24
Subject_4/ADL/20,3,1.88,3.2,4,1,GMDCSA24
Subject_4/ADL/16,5,1.883,5.77847,4,1,GMDCSA24
Subject_4/Fall/05,1,1.92,3.78,4,1,GMDCSA24
Subject_4/Fall/11,2,2.02,4.58,4,1,GMDCSA24
Subject_4/Fall/04,2,2.04,4.76,4,1,GMDCSA24
Subject_4/Fall/07,1,2.06,3.38,4,1,GMDCSA24
Subject_4/Fall/17,1,2.14,3.48,4,1,GMDCSA24
Subject_4/Fall/02,2,2.24,2.984,4,1,GMDCSA24
Subject_4/Fall/12,2,2.28,4.64,4,1,GMDCSA24
Subject_4/Fall/01,2,2.44,4.66,4,1,GMDCSA24
Subject_4/Fall/15,2,2.58,4.84,4,1,GMDCSA24
Subject_4/Fall/03,2,2.68,6.7,4,1,GMDCSA24
Subject_4/Fall/09,2,2.7,6.06,4,1,GMDCSA24
Subject_4/Fall/10,2,2.86,5.06,4,1,GMDCSA24
Subject_4/Fall/16,1,2.98,4.08,4,1,GMDCSA24
Subject_4/Fall/08,2,3.0,6.24,4,1,GMDCSA24
Subject_4/ADL/20,9,3.2,17.54,4,1,GMDCSA24
Subject_4/Fall/14,2,3.26,5.24,4,1,GMDCSA24
Subject_4/Fall/07,2,3.38,6.3,4,1,GMDCSA24
Subject_4/Fall/17,2,3.48,6.94,4,1,GMDCSA24
Subject_4/ADL/15,6,3.549,5.34014,4,1,GMDCSA24
Subject_4/Fall/06,2,3.74,6.12,4,1,GMDCSA24
Subject_4/Fall/05,2,3.78,7.4,4,1,GMDCSA24
Subject_4/ADL/08,4,3.799,5.48681,4,1,GMDCSA24
Subject_4/Fall/16,2,4.08,7.1,4,1,GMDCSA24
Subject_4/ADL/17,0,4.237,6.25514,4,1,GMDCSA24
Subject_4/ADL/12,9,4.5,8.59097,4,1,GMDCSA24
Subject_4/ADL/08,9,5.487,7.48681,4,1,GMDCSA24
Subject_4/ADL/16,6,5.778,7.15181,4,1,GMDCSA24
Subject_4/ADL/10,6,7.008,12.79514,4,1,GMDCSA24
Subject_4/ADL/14,8,7.237,8.317,4,1,GMDCSA24
Subject_4/ADL/08,4,7.487,8.487,4,1,GMDCSA24
Subject_4/ADL/08,9,8.5,12.34097,4,1,GMDCSA24
